Hero	Deck	Title	HP	Keywords	Game Text	Flavor Text	Attribution	Qty	Set
The Harpy	The Harpy	Siege of Herons	-	Ongoing, Flock	START PHASE Discard 2 cards. Then, if you have no cards in hand, The Harpy deals herself 2 fixed psychic damage and destroy this card. END PHASE The Harpy deals 1 target 3 projectile damage.	"Not just ravens and crows! Not just corvids,  either! My avian allies number in the billions!”	The Harpy, Tome of the Bizarre Vol. 4 #76	2	Rook City Renegades
The Harpy	The Harpy	Uncontrollable Flock	-	One-Shot	Shuffle your trash into your deck.  Discover 1 Flock card.  You may discover 1 Flock card. If you do, discover 1 Flock card.  The Harpy deals X targets 1 irreducible projectile damage each, where X is the number of Flock cards in play.	"This portal is not for you. You may be right about  the chaos inside me, but it is my chaos!”	The Harpy, Tome of the Bizarre Vol. 4 #78	3	Rook City Renegades
K.N.Y.F.E.	K.N.Y.F.E.	All Part of the Job	-	One-Shot	K.N.Y.F.E. deals 1 target 3 energy damage.  Then, if that target has 4 or fewer HP, destroy that target.	"Ye seem a nice lass. Next time,  make better choices.”	K.N.Y.F.E., Freedom Five #504	3	Disparation
K.N.Y.F.E.	K.N.Y.F.E.	Amplified Combatant	-	One-Shot	K.N.Y.F.E. deals 1 target 1 melee damage.  K.N.Y.F.E. deals 1 target 1 energy damage.  Either draw 1 card or play 1 card.	"Ah’m comin’ fer ya, Queenie! Ya hear me?  We’re gonna dance, you and me!”	K.N.Y.F.E., Headhunter #3	4	Disparation
K.N.Y.F.E.	K.N.Y.F.E.	Battlefield Experience	-	One-Shot	K.N.Y.F.E. deals up to 2 targets 2 melee damage each.  Reveal the top 2 cards of your deck. Discard 1 and play 1.	"Keep formation. No firearms.  By the book. Let’s go.”	K.N.Y.F.E., Out of Time #1	3	Disparation
K.N.Y.F.E.	K.N.Y.F.E.	Bide and Fecht	-	Ongoing, Limited	When K.N.Y.F.E. is reduced to 0 HP, K.N.Y.F.E. deals 1 non-Hero target 4 melee damage. If that target is destroyed, set K.N.Y.F.E. to 4 HP.  END PHASE  K.N.Y.F.E. regains 1 HP.	"We’ve got her on the ropes, team! Don’t give  her a chance to recover! We can’t start  underestimating her now...”	Sergeant Steel, F.I.L.T.E.R. #5	2	Disparation
K.N.Y.F.E.	K.N.Y.F.E.	Brash Brawling	-	One-Shot	K.N.Y.F.E. deals 1 target 2 melee damage.  That target deals K.N.Y.F.E. 3 melee damage.  KNYFE deals that target 3 melee damage.	"I see you’re game to fight on without pause;  Perhaps a rest would aid you in your cause?”	Lugh, Arcane Tales Vol. 2 #526	3	Disparation
K.N.Y.F.E.	K.N.Y.F.E.	Energy Burn	-	One-Shot	K.N.Y.F.E. deals 1 target 2 energy damage.  Then, if that target has 6 or more HP, K.N.Y.F.E. deals that target 4 energy damage.	"We’ll be finishing this, one way  or another. I prefer my way!”	K.N.Y.F.E., Cosmic Concurrence #19	2	Disparation
K.N.Y.F.E.	K.N.Y.F.E.	Flawless Executions	- 	Ongoing, Limited	After damage dealt by K.N.Y.F.E. reduces a non-Hero target to 2 or fewer HP, destroy that target.  END PHASE  K.N.Y.F.E. deals up to 3 targets 1 energy damage each.	"You fight like you either have nothing to live for,  or nothing to die for. I do not know if I am more  scared for them or for you!”	Sky-Scraper, Cosmic Tales Vol. 2 #410	2	Disparation
K.N.Y.F.E.	K.N.Y.F.E.	Infiltrate and Obfuscate	-	One-Shot	You may destroy 1 target with 3 or fewer HP.  You may destroy 1 Ongoing card.  Draw 2 cards.	"Huntly, even if you destroy every record we’ve  ever had on you, we’ll still find you. You can’t  run from F.I.L.T.E.R. forever.”	Warden Hoefl, Out of Time #6	2	Disparation
K.N.Y.F.E.	K.N.Y.F.E.	Keep the Heid	-	Ongoing, Limited	After this card is played, you may salvage 1 card. POWER: K.N.Y.F.E. regains 2 HP. Either draw 1 card or play 1 card. After you play a card this way, destroy this card.	"Come out now, little knife.  It’s time to pay the piper!”	S.K.E.W.E.R., Cosmic Concurrence #49	3	Disparation
K.N.Y.F.E.	K.N.Y.F.E.	Kinetic Neutralizer	-	Ongoing, Limited	Energy damage dealt by K.N.Y.F.E. is irreducible.  After K.N.Y.F.E. destroys a target, draw 1 card.	"Huntly to HQ. Situation: handled.  Get me outta here.”	K.N.Y.F.E., Out of Time #2	2	Disparation
K.N.Y.F.E.	K.N.Y.F.E.	Projected Energy Buckler	-	Ongoing, Limited	−1 damage dealt to K.N.Y.F.E. REACTION: Prevent the damage K.N.Y.F.E. would be dealt. Then, destroy this card.	"Oof, yer a big one! I’ll thank ye to back off!”	K.N.Y.F.E., Freedom Five Annual #29	3	Disparation
K.N.Y.F.E.	K.N.Y.F.E.	Ready to Rumble	-	One-Shot	Summon either Kinetic Neutralizer or Flawless Executions.  Either draw 1 card or play 1 card.	"So brave! So mighty! Send for more gladiators  for the unquenchable fire in this one’s gut!”	Kaargra Warfang, Cosmic Tales Vol. 2 #287	3	Disparation
K.N.Y.F.E.	K.N.Y.F.E.	Take Out the Trash	-	Ongoing, Limited	+1 damage dealt by K.N.Y.F.E. to the Villain target with the highest HP. POWER: K.N.Y.F.E. deals 1 target 2 melee damage. Then, if that target was destroyed, play the top card of your deck.	"Ah’ll let you in on a little secret, Jackie-boy.  We were never friends. Sleep tight!”	K.N.Y.F.E., Cosmic Tales Vol. 2 #330	3	Disparation
K.N.Y.F.E.	K.N.Y.F.E.	Taunting Boast	-	Ongoing, Limited	Whenever an ally would be dealt damage by a non-Hero target, you may discard 1 card. If you do, redirect that damage to K.N.Y.F.E.  REACTION: K.N.Y.F.E. deals the attacker 2 melee damage.  START PHASE Either destroy this card or K.N.Y.F.E. deals herself 1 fixed toxic damage.	"Ye wanna dance? Pure dead brilliant.”	K.N.Y.F.E., Headhunter #1	2	Disparation
K.N.Y.F.E.	K.N.Y.F.E.	Wrecking Uppercut	-	One-Shot	K.N.Y.F.E. deals 1 target 4 melee damage.  You may destroy 1 Environment card.	"Enough with the train haverin’, a’right?”	K.N.Y.F.E., Vengeance #6	3	Disparation
Legacy	Legacy	Bolster Allies	-	One-Shot	Each Hero draws 1 card. 1 Hero other than you plays 1 card.	"We fight this day... for freedom!"	Legacy, Freedom Five Annual #8	3	Core Game
Legacy	Legacy	Bulletproof Skin	-	Ongoing, Limited	-1 damage dealt to Legacy.	"He told me everything would be fine as the gunmen opened fire. And the bullets just ricocheted right off him!"	An Innocent Bystander, Freedom Four #89	4	Core Game
Legacy	Legacy	Danger Sense	-	Ongoing, Limited	Legacy is immune to damage dealt by Environment targets. POWER: Bury 1 Environment target in play. Destroy this card.	"Too close! Too close for comfort."	Legacy, Justice Comics #98	2	Core Game
Legacy	Legacy	Dauntless Durability	-	Ongoing, Limited	Whenever Legacy would be dealt 5 or more damage, prevent that damage and destroy this card. When this card is destroyed, Legacy regains 2 HP.	"You have crushed and despoiled your way across the galaxy, but the people of Earth will not be so easily broken!"	Legacy, Justice Comics #261	3	Core Game
Legacy	Legacy	Flying Smash	-	One-Shot	Legacy deals up to 3 targets 3 melee damage each.	"As you can see, we are untouch-- what was that?"	Baron Blade, Moonfall #2	3	Core Game
Legacy	Legacy	Heroic Interception	-	Ongoing	After this card is played, Legacy deals himself 3 fixed melee damage. Your allies are immune to damage. START PHASE Destroy this card.	"Don't forget to calculate wind-speed and make sure you're approaching the projectile at the optimal angle to prevent-- Oh. He got it. OK."	Tachyon, Freedom Five Annual #12	2	Core Game
Legacy	Legacy	Inspiring Presence	-	Ongoing, Limited	After this card is played, each ally regains 1 HP. +1 damage dealt by ally characters.	"For freedom, for liberty, for justice... for America!"	Legacy, Legacy Independence Day Spectacular	3	Core Game
Legacy	Legacy	Keen Vision	-	Ongoing	POWER: Reveal and replace the top card of 1 deck. If that deck belongs to an ally, they may draw 1 card or use 1 power.	"The truest sight is not of what's coming up over the horizon, but what's deep inside a person."	Absolute Zero, Freedom Five #443	2	Core Game
Legacy	Legacy	Lead from the Front	-	Ongoing, Limited	Whenever an ally would be dealt damage by a Villain target, you may redirect that damage to Legacy.	"I'd much rather follow a leader than follow orders."	Bunker, Freedom Five #501	2	Core Game
Legacy	Legacy	The Legacy Ring	-	Item, Limited	POWER PHASE You may use 1 additional power this phase.	"And now, just like the ring says, you too will be furthering your father's legacy."	Legacy, America's Finest Legacy #499	3	Core Game
Legacy	Legacy	Motivational Charge	-	Ongoing, Limited	POWER: Legacy deals 1 target 3 melee damage. Then, each of your allies regains 1 HP.	"About time. I was even starting to miss your idea of jokes!"	The Wraith, Freedom Five #209	2	Core Game
Legacy	Legacy	The Ol' One-Two	-	One-Shot	Legacy deals 1 target 2 melee damage. Play 1 card.	"Square up, iron-chin! There's plenty of American spirit to go around!"	Legacy, Justice Comics #102	3	Core Game
Legacy	Legacy	Take Down	-	Ongoing, Limited	When a Villain card would be played, you may discard that card instead. If you do, the Villain target with the highest HP deals Legacy 2 energy damage. Then, destroy this card.	"Your injustices end here!"	Legacy, America's Finest Legacy #128	2	Core Game
Legacy	Legacy	"Thokk!"	-	One-Shot	Legacy deals 1 target 5 melee damage.	"It's like looking into a mirror... but you're a poor reflection of the real thing!"	Legacy, America's Finest Legacy #224	3	Core Game
Legacy	Legacy	A True Hero	-	One-Shot	Draw 2 cards. Each of your allies regains 1 HP.	"You all have what it takes to be a true hero, each and every day."	Legacy, Legacy Independence Day Spectacular	3	Core Game
Mr. Fixer	Mr. Fixer	Alternating Tiger Claw	-	Ongoing, Style	After this card is played, destroy all other Style cards. Damage dealt by Mr. Fixer is irreducible. REACTION: Mr. Fixer deals 1 target 2 melee damage.	"Hard, but not rigid. Soft, but with strength.  Fast, but without disorder.”	Master Shuen Zhang, Mister Fixer One-Shot	2	Rook City Renegades
Mr. Fixer	Mr. Fixer	Bloody Knuckles	-	Ongoing, Limited	+2 damage dealt to and by Mr. Fixer. START PHASE Destroy this card.	"Slow down there, gramps. I’m supposed to be the  edgy one. Looks like you could use some of that inner  peace you’re always going on about.”	Expatriette, Rook City Renegades #60	3	Rook City Renegades
Mr. Fixer	Mr. Fixer	Charge	-	One-Shot	Draw 2 cards. Mr. Fixer deals 1 target 4 melee damage.	"You thought you’d play your games on my streets?  You picked the wrong player!”	Black Fist, Black Fist: Grandmaster of the Streets #1	3	Rook City Renegades
Mr. Fixer	Mr. Fixer	Driving Mantis	-	Ongoing, Style	After this card is played, destroy all other Style cards. After you use a power, draw 2 cards. REACTION: Use 1 power.	"Learn to accept the world as it is,  not as you want it to be. Then, and only then,  can you bring about change.”	Mr. Fixer, Mister Fixer One-Shot	2	Rook City Renegades
Mr. Fixer	Mr. Fixer	Dual Crowbars	-	Item, Tool	After this card is played, destroy all other Tool cards. Then, Mr. Fixer deals up to 2 targets 1 melee damage each.  +1 damage dealt by Mr. Fixer.  −1 damage dealt to Mr. Fixer.	"Wait, did you say the attacker was carrying  crowbars? Seems the old man is done hiding.  We’re going to need more enforcers.”	The Operative, Mystery Comics Vol. 2 #189	2	Rook City Renegades
Mr. Fixer	Mr. Fixer	Full Throttle	-	One-Shot	Mr. Fixer deals 1 target 1 melee damage.  You may play a Style card or a Tool card.  Mr. Fixer deals 1 target 1 melee damage.  You may play a Style card or a Tool card.	"Their eyes beg me for mercy.  I grant it with my fist.”	Mr. Fixer, Dark Watch Vol. 1 #89	2	Rook City Renegades
Mr. Fixer	Mr. Fixer	Grease Monkey Fist	-	Ongoing, Style	After this card is played, destroy all other Style cards. After 1 of your cards is destroyed, Mr. Fixer deals 1 target 1 melee damage. REACTION: Discover 1 Item card.	"Fighting and fixing cars aren’t all that different.  Sometimes you use a wrench as a hammer. Sometimes  what starts as a punch, ends as a kick.”	Mr. Fixer, Mister Fixer One-Shot	2	Rook City Renegades
Mr. Fixer	Mr. Fixer	Harmony	-	Ongoing, Limited	+1 damage dealt by Mr. Fixer if there is a Tool card and a Style card in play. START PHASE You may play 1 Style card or Tool card.	"Your weapon is an extension of your body.  Your movements are without flaw. I must admit,  you have surpassed even what I am capable of.”	The Chairman, Transmission of Honor #6	3	Rook City Renegades
Mr. Fixer	Mr. Fixer	Hoist Chain	-	Item, Tool	After this card is played, destroy all other Tool cards. Then, either destroy 1 Ongoing card or draw 2 cards. After Mr. Fixer deals damage to a non-Hero target, -1 damage dealt by that target until your START PHASE.	"Be careful! That monster could consume what  little life force you have left! Don’t let him get  his hands on you, no matter what.”	The Harpy, Dark Watch Vol. 2 #10	2	Rook City Renegades
Mr. Fixer	Mr. Fixer	Jack Handle	-	Item, Tool	After this card is played, destroy all other Tool cards. Then, Mr. Fixer deals up to 5 targets 1 melee damage each. Change any game text that says "Mr. Fixer deals 1 target" to "Mr. Fixer deals up to 5 targets".	"A good deal heavier than a traditional bo staff,  but I can make it work.”	Mr. Fixer, Tome of the Bizarre Vol. 3 #63	2	Rook City Renegades
Mr. Fixer	Mr. Fixer	Life Worth Living	-	One-Shot	You may shuffle your trash into your deck.  Draw 2 cards.  One ally regains 4 HP.  If that ally is a Hero, they may use 1 power.	"Like a mountain, unmoving, unshakable.  Like the ocean, deep, unfathomable.”	NightMist, Freedom Five Annual #15	3	Rook City Renegades
Mr. Fixer	Mr. Fixer	The Manifold Path	-	One-Shot	You may shuffle your trash into your deck.  You may discover 1 Style card.  You may discover 1 Tool card.  Mr. Fixer regains 3 HP.	"I don’t know how you keep track of everything  you’re doing. I get overwhelmed with the idea of  fighting with both of my hands!”	Setback, Rook City Renegades #126	3	Rook City Renegades
Mr. Fixer	Mr. Fixer	Overdrive	-	Ongoing, Limited	Whenever Mr. Fixer deals damage, you may choose the type of that damage. END PHASE You may use the power on your character card up to 2 times. If you do so at least once, destroy this card.	"Oh ho! So powerful! I knew you had learned much from your master, but even now you still don’t realize the extent of what you could do...”	Zhu Long, Dark Watch Vol. 1 #17	2	Rook City Renegades
Mr. Fixer	Mr. Fixer	Riveting Crane	-	Ongoing, Style	After this card is played, destroy all other Style cards. After you discard a card, Mr. Fixer deals 1 target 1 melee damage. REACTION: Discard up to 3 cards.	"Even the mightiest mountain can be overwhelmed  by mere drops of water, if the water stays  true to its course.”	Master Shuen Zhang, Mister Fixer One-Shot	2	Rook City Renegades
Mr. Fixer	Mr. Fixer	Tire Iron	-	Item, Tool	After this card is played, destroy all other Tool cards. Then, Mr. Fixer deals 1 target 3 melee damage. After Mr. Fixer deals damage to a target, destroy that target if it has 3 or fewer HP.	"I’ve fought things like you before.  You move like a man and fight like a demon,  but, in truth, you have no spirit within you.”	Mr. Fixer, Nightmare World #3	2	Rook City Renegades
Mr. Fixer	Mr. Fixer	Toolbox	-	Item, Limited	START PHASE Either draw 1 card or collect 1 Style card. END PHASE You may discard 1 card. If you do, collect 1 Item card.	"It’s like a memory. If you keep it to yourself,  only you know what’s in it. Open it and use what’s inside?  You can learn a lot and get more done.”	Mr. Fixer, Mystery Comics Vol. 2 #145	2	Rook City Renegades
Mr. Fixer	Mr. Fixer	Zen Maintenance	-	One-Shot	Salvage any number of Tool and/or Style cards.  Collect 1 Tool or Style card.  Collect 1 Limited card.  You may play 1 card.	"A trip to the junk yard is a journey to the past  that makes way for the future.”	Mr. Fixer, Transmission of Honor #1	3	Rook City Renegades
NightMist	NightMist	Amulet of the Elder Gods	-	Item, Relic, Limited	[/#\ = /4\, /4\] +1 to /-\. Whenever NightMist would be dealt Infernal damage, you may bury 1 card from your hand. If you do, you may redirect that damage.	"It takes from you more than it gives.  If you must use it, do so sparingly. I will no longer  be here to pull you from its grasp.”	NightMist, Dark Watch Vol. 2 #19	2	Rook City Renegades
NightMist	NightMist	Astral Premonition	-	One-Shot, Spell	[/#\ = /1\, /2\, /4\] Discard the top card of your deck. Reveal and replace the top card of up to /-\ decks. Discard the top card of 1 deck. Play the top card of 1 deck.	"My visions have shown me a winged  figure causing great destruction.  I can stand idle no longer!”	NightMist, Absolution #18	3	Rook City Renegades
NightMist	NightMist	Call Forth	-	One-Shot, Spell	[/#\ = /2\, /3\, /4\]  Summon 1 Item or Relic card from any 1 deck or trash in play. Discard the top card of your deck. NightMist deals herself /-\ infernal damage.	"I hear your summons!  I come to both impart and exact.”	Tome of Elder Magic, The Curse #5	3	Rook City Renegades
NightMist	NightMist	Coalescing Spirit	-	One-Shot, Spell	[/#\ = /1\, /2\, /3\]  Summon 1 Ongoing card from any 1 deck or trash in play. Discard the top card of your deck. NightMist deals herself /-\ infernal damage.	"The blood... it wants more of me.  It wants all of me!  You have to help me keep control!”	Alpha, Alpha: The Wolf-Woman #43	3	Rook City Renegades
NightMist	NightMist	Droplet of Lethe	-	One-Shot, Spell	[/#\ = /1\, /2\]  Discard the top card of your deck. Destroy up to /-\ Ongoing cards.	"I feel the curse lift. Relieving.  But there are some things far beyond fixing.”	Mr. Fixer, Dark Watch Vol. 1 #52	2	Rook City Renegades
NightMist	NightMist	Essence Transfer	-	One-Shot, Spell	[/#\ = /1\, /1\, /2\]  Discard the top card of your deck. NightMist deals 1 target /-\ irreducible infernal damage. 1 other target regains /-\ HP.	"I feared I had fought my last fight...  but with this new power, you have me feeling  even better than before!"	Legacy, Freedom Five Annual #6	3	Rook City Renegades
NightMist	NightMist	Isolating Mists	-	Ongoing, Spell	[/#\ = /2\, /3\]  Whenever a non-Hero card would be played, you may discard 1 card. If you do, discard the non-Hero card instead of playing it, then NightMist deals herself /-\ infernal damage. START PHASE Destroy this card.	"You have been a plague on my family and on this  reality for far too long! I cannot allow you  to enter this world!”	NightMist, NightMist #22	2	Rook City Renegades
NightMist	NightMist	Master of Magic	-	Ongoing, Limited	[/#\ = /3\, /3\, /3\] After you discard the top card of your deck, you may immediately discard 1 card from hand. END PHASE If you have 3 or fewer cards in your hand, draw cards until you have 4 cards in your hand.	"Life and death. Space and time. Fate and chance.  These are the forces of the universe.”	NightMist, NightMist #129	3	Rook City Renegades
NightMist	NightMist	Mistform	-	Ongoing, Spell	[/#\ = /1\, /1\, /1\]  NightMist is immune to non-infernal damage. START PHASE NightMist regains 3 HP. Then, destroy this card.	"Sure, agents of some ancient magic dragon  person have probably seen a lot. They haven’t  seen anything like this before.”	Expatriette, Dark Watch Vol. 1 #4	3	Rook City Renegades
NightMist	NightMist	Oblivion	-	One-Shot, Spell	[/#\ = /2\, /4\] Discard the top card of your deck. NightMist deals each non-Hero target /-\ infernal damage. You may discard the top card of your deck. If you do, NightMist deals each target /-\ infernal damage.	"She’s all about control and not exploding  everything, but one appearance of the sad  skull-fire guy, and the gloves come right off!”	The Harpy, Dark Watch Annual #2	2	Rook City Renegades
NightMist	NightMist	Phial of Exomna	-	Item, Relic, Limited	[/#\ = /2\, /3\]  When this card is destroyed, play the top card of your deck. POWER: You may draw /-\ cards. NightMist may regain /-\ HP. If you do both, destroy this card.	"Your accursed creations twist and maiM the fabric  of reality. The relics I wield provide strength and  succor, albeit at a cost.”	NightMist, Dark Watch Annual #4	2	Rook City Renegades
NightMist	NightMist	Planar Banishment	-	One-Shot, Spell	[/#\ = /3\, /4\]  Discard the top card of your deck. Either destroy 1 target with /-\ or fewer HP, or bury /-\ cards from 1 trash.	"You have not heard the last of me!”	Grand Warlord Voss, NightMist #61	2	Rook City Renegades
NightMist	NightMist	Scouring Mists	-	One-Shot, Spell	[/#\ = /1\, /2\, /3\]  Discard the top card of your deck. NightMist deals up to /-\ targets 3 infernal damage each.	"By all means, make my job easier! These pitiful  beings will join my hordes of animated dead before  this night is through, one way or another.”	Deathrattle, NightMist #42	3	Rook City Renegades
NightMist	NightMist	Starshield Invocation	-	Ongoing, Spell	[/#\ = /2\, /2\] -1 /-\ damage dealt to allies. START PHASE NightMist deals herself /-\ damage. Then, destroy this card.	"While I am quite vulnerable in this confrontation,  and keeping me safe is greatly appreciated, do try to  be precise on the diphthong pronunciation.”	Soothsayer Carmichael, Tome of the Bizarre Vol. 2 #308	2	Rook City Renegades
NightMist	NightMist	Tendril of Talontus	-	One-Shot, Spell	[/#\ = /1\, /2\, /3\] Discard the top card of your deck. NightMist deals 1 target /-\ infernal damage. Nightmist may deal herself /-\ infernal damage. If NightMist takes damage this way, play the top card of your trash.	"Whoa! That’s, uh, a lot of dangerous stuff happening.  Is that magic? Is magic real?”	Setback, Rook City Renegades #97	3	Rook City Renegades
NightMist	NightMist	Tome of Elder Magic	-	Item, Relic, Limited	[/#\ = /1\, /3\] POWER: NightMist deals herself 1 infernal damage. Either collect or play 1 Spell card. DRAW PHASE You may draw 1 additional card this phase.	"You cannot open this book  without losing something.”	Master Xian Niu, The Curse #5	2	Rook City Renegades
Omnitron-X	Omnitron-X	Ablative Coating	-	Item, Plating	After this card is played, return all other Plating cards in play to your hand.  −2 melee, projectile, and toxic damage dealt to Omnitron-X.  REACTION: Omnitron-X deals the attacker 1 melee damage, 1 projectile damage, and 1 toxic damage. Destroy this card.	"Strike acknowledged. Form unharmed.”	Omnitron-X, The Tides of Time #2	1	Disparation
Omnitron-X	Omnitron-X	Aerosol Dispenser	-	Item, Component	After this card is played, if there are 3 or fewer Component cards in play, draw 1 card.  EXTERMINATE  You may discard 1 card. If you do, destroy 1 Ongoing card.  FABRICATE  Up to 3 targets regain 1 HP each.	"I knew it! Robots behind every dark deed!  You’ll never take me alive, metallic scum--”	Ray Manta, Justice Comics #635	2	Disparation
Omnitron-X	Omnitron-X	Electro-Deployment Unit	-	Item, Component	After this card is played, if there are 3 or fewer Component cards in play, draw 1 card.  EXTERMINATE  Destroy 1 target with 3 or fewer HP.  FABRICATE  1 Hero may collect 1 Item card.	"A momentary aid, Mr. Zero. Though, you should  know that the foreign presence within your  suit’s programming cannot be contained for  much longer.”	Omnitron-X, Freedom Five #634	2	Disparation
Omnitron-X	Omnitron-X	Elemental Exochassis	-	Item, Plating	After this card is played, return all other Plating cards in play to your hand. −2 fire, cold, lightning and energy damage dealt to Omnitron-X. REACTION: Omnitron-X deals the attacker 1 fire damage, 1 cold damage, 1 lightning damage, and 1 energy damage. Destroy this card.	"Out of the way, you meddling metal-head!  I’m here to roast Legacy, and nothing can  stop me!”	Citizen Burn, America’s Finest Legacy #395	1	Disparation
Omnitron-X	Omnitron-X	Focused Plasma Cannon	-	Item, Component	After this card is played, if there are 3 or fewer Component cards in play, draw 1 card.  EXTERMINATE  Omnitron-X deals 1 target 2 irreducible fire damage.  FABRICATE  Salvage 1 Item card.	"Superheated plasma has many industrial  applications. This is not one of them.”	Omnitron-X, Freedom Five #736	2	Disparation
Omnitron-X	Omnitron-X	Gaussian Coil Blaster	-	Item, Component	After this card is played, if there are 3 or fewer Component cards in play, draw 1 card.  EXTERMINATE  Omnitron-X deals up to 3 targets 1 projectile damage each.  FABRICATE  Up to 2 Heroes each draw 1 card.	"Error. Damage sustained.  Damage origin impossible.”	Omnitron, Singularity #7	2	Disparation
Omnitron-X	Omnitron-X	Molecular Assembler	-	Item, Component	After this card is played, if there are 3 or fewer Component cards in play, draw 1 card.  EXTERMINATE  Omnitron-X deals 1 target 1 melee damage and 1 energy damage.  FABRICATE  1 Hero may play 1 Item card.	"Such a robotic threat requires  perhaps a much more human response.”	Omnitron-X, Cosmic Tales Vol. 2 #326	2	Disparation
Omnitron-X	Omnitron-X	Paracausal Shielding	-	Item, Plating	After this card is played, return all other Plating cards in play to your hand.  −2 psychic, radiant, infernal, and sonic damage dealt to Omnitron-X.  REACTION: Omnitron-X deals the attacker 1 psychic damage, 1 radiant damage, 1 infernal damage, and 1 sonic damage. Destroy this card.	"Luck is a fallacy. There is only cause and effect.”	Omnitron-X, Arcane Tales Vol. 2 #511	1	Disparation
Omnitron-X	Omnitron-X	Production Processes	-	Ongoing, Protocol	After this card is played, destroy all other Protocol cards.  POWER: Omnitron-X regains 3 HP. Discard 1 card or summon Targeting Systems.  END PHASE  Activate the FABRICATE on up to 3 cards in play.	"I know you said you didn’t want cool praying mantis  style legs, but what if your legs could form together  into a mermaid tail. Just consider it.”	Unity, Justice Comics #718	2	Disparation
Omnitron-X	Omnitron-X	Reactive Plating Subroutine	-	Ongoing, Limited	After this card is played, collect or salvage 1 Plating card.  When this card is destroyed, you may summon 1 Plating card.  REACTION: Either collect or play 1 Plating card.	"End-times? I have seen many times.  These are merely your end-times.”	Omnitron-U, Scion Strike #2	3	Disparation
Omnitron-X	Omnitron-X	Recalibration	-	One-Shot	Either discover 1 Protocol card or collect 1 Item card.  Omnitron-X deals itself 1 fixed energy damage up to 3 times. Each time damage is dealt this way, you may play 1 Item card.  You may activate the FABRICATE on 1 card in play.	"It reversed the polarity of the latent antineutrino  field and recalibrated its alignment with a recursive  algorithm. It’s really quite simple.”	Tachyon, Freedom Five #400	4	Disparation
Omnitron-X	Omnitron-X	Rocket Punch	-	One-Shot	Omnitron-X deals 1 target 3 projectile damage.  Discard up to 3 cards. Omnitron-X deals X targets 2 fire damage each, where X is the number of cards discarded this way.	"Ha-hah! That robot just shot its arm off!”	Haka, Cosmic Tales Vol. 2 #479	4	Disparation
Omnitron-X	Omnitron-X	Self-Sabotage	-	One-Shot	You may activate the EXTERMINATE on any number of cards in play. After you activate the EXTERMINATE on a card this way, destroy that card.  Then, Omnitron-X deals 1 target X fire damage, where X is the number of cards destroyed this way times 2.	"The survival of the living far outweighs  the existence of the one.”	Omnitron-X, Singularity #8	2	Disparation
Omnitron-X	Omnitron-X	Slip Through Time	-	Ongoing, Limited	After this card is played, you bury any number of cards from your trash. START PHASE Activate the EXTERMINATE or FABRICATE on up to 2 cards in play. Destroy this card. END PHASE Play the bottom card of your deck.	"I perceive time in a less linear manner than I  formerly was able to process. Even still, I am not  certain that I am ready for it to end.”	Omnitron-X, Time and Time Again #50	2	Disparation
Omnitron-X	Omnitron-X	Systems Iteration	-	One-Shot	Either collect 1 Ongoing card or discover 1 Component card.  You may activate the FABRICATE on 1 card in play.  You may activate the EXTERMINATE on 1 card in play.	"The voices you claim are the metal are not from  anything outside of yourself. I am the metal. I do not  want to be your friend. My friends don’t hurt people.”	Omnitron-U, Freedom Five #773	4	Disparation
Omnitron-X	Omnitron-X	Targeting Systems	-	Ongoing, Protocol	After this card is played, destroy all other Protocol cards.  POWER: Omnitron-X deals 1 target 3 energy damage. Discard 1 card or summon Production Processes.  END PHASE  Activate the EXTERMINATE on up to 3 cards in play.	"I was concerned that we were so greatly  outnumbered, but things are looking a good  deal more manageable now!”	Captain Cosmic, Cosmic Tales Vol. 2 #280	2	Disparation
Omnitron-X	Omnitron-X	Technological Advancement	-	One-Shot	You may destroy 1 Device or Environment target with 7 or fewer HP. If a card is destroyed this way, collect 1 Ongoing card.  Discover 1 Component card.  You may activate the EXTERMINATE on 1 card in play.	"An inferior form, clearly designed by an unhinged mind.  No matter. This material can be assimilated.”	Omnitron-X, Justice Comics #443	4	Disparation
Parse	Parse	Buffer Overflow	-	Ongoing, Limited	After this card is played, reveal the top card of 1 deck. Bury it, or replace it and draw 1 card.  Whenever a Villain card would be played, you may discard it instead. If you do, reveal the top 3 cards of the Villain deck, discard 2 of them, play the other revealed card, then destroy this card.	"Everyone and everything dance amongst the  neurons in my magnificent mind! You think you can  win by giving me everything I want?”	Highbrow, Justice Comics #566	2	Disparation
Parse	Parse	Critical Multiplier	-	Ongoing, Limited	After this card is played, reveal the top card of 1 deck. Bury it, or replace it and draw 1 card. Whenever a Hero target would deal damage to a target, you may discard 5 cards. If you discard 5 cards this way, double that damage after applying all other modifiers.	"Adjustments here and there. They add up.”	Parse, Freedom Five #599	2	Disparation
Parse	Parse	Exploit Vulnerability	-	Ongoing, Limited	After this card is played, reveal the top card of 1 deck. Bury it, or replace it and draw 1 card.  POWER: Either draw 2 cards, or select 1 target. +1 damage dealt to the selected target until your START PHASE.	"Bigger and better than ever, the latest Deathcon  models are darn near impervious to all forms of  elemental and environmental hazards!”	Crisis Man, Cosmic Tales Vol. 2 #487	2	Disparation
