Villain	Deck	Title	HP	Keywords	Nemesis Icon	Game Text	Flavor Text	Attribution	Qty	Set
La Capitan	La Capitan	Siege-Breaker	8	Crew	-	-1 damage dealt to this card.  END PHASE: This card deals the 2 Hero targets with the highest HP (H) minus 2 fire damage each.	Drizzarsi, you cowards! Ready yourselves for combat!	Siege-Breaker, Freedom Five Vol. 1 #651	1	Disparation
La Capitan	La Capitan	A Taste of the Grape	-	One-Shot	-	La Paradoja Magnifica deals each Hero target 2 projectile damage. If La Paradoja Magnifica is not in play, play the top card of the Villain deck.	If she can unleash this much firepower so easily, we're going to need a new plan.	The Naturalist, Tome of the Bizarre Vol. 3 #243	3	Disparation
La Capitan	La Capitan	Temporal Raider	-	One-Shot	-	Reveal the top card of each Hero deck. Discard all One-Shot cards revealed this way. Put the other revealed cards under La Capitan's character card. La Capitan deals the Hero target with the highest HP (H) irreducible energy damage.	Mere loot is not enough! I can have all of time now, and nothing can stop me from taking it!	La Capitan, Freedom Five Vol. 1 #682	2	Disparation
La Capitan	La Capitan	Trueshot	4	Crew	-	Damage dealt by this card is irreducible.  END PHASE: This card deals the Hero target with the highest HP (H) projectile damage.	I can hit a running target while riding a horse at a gallop, and you think a little zig-zagging will save you?	Trueshot, Freedom Five Vol. 1 #682	1	Disparation
La Capitan	La Capitan	Walk the Plank!	-	Ongoing	-	END PHASE: Put the top card of the deck of the Hero character with the highest HP under La Capitan's character card. If there are 4 or more cards under La Capitan's character card, La Capitan deals that Hero character (H) melee damage, each Hero character deals themself 1 fixed psychic damage, then destroy this card.	Your day of reckoning is at hand! Embrace eternity!	La Capitan, The Tides of Time #5	2	Disparation
Miss Information	Miss Information	The Auditor	8	Distraction, Underboss	-	START PHASE: If Aminia Twain is active, each Hero discards 1 card.  END PHASE: This card deals the Hero character with the highest HP (H) minus 2 psychic damage, then shuffle that Hero's trash into their deck.	You sure there aren't any \*AHEM\* extracurricular activities you want to account for here, Miss Montgomery? Something's not adding up.	The Auditor, Mystery Comics Vol. 2 #384	1	Disparation
Miss Information	Miss Information	Blade Battalion Commandos	8	Distraction, Minion	-	START PHASE: If Aminia Twain is active, destroy 1 Hero Ongoing card.  END PHASE: This card deals the Hero Target with the highest HP 3 energy damage. If there are 10 or more cards in the Villain trash, this card deals each Hero target 2 sonic damage.	What? Of course they're not mine! Do they sing of the glory of Mordengrad? Do they shine as the moon on a clea night? Imposters!	Baron Blade, Administrative Assassin #4	1	Disparation
Miss Information	Miss Information	Citizen Burn	8	Distraction, Citizen	-	START PHASE: This card deals Aminia Twain 2 fire damage.  END PHASE: This card deals the 2 Hero targets with the highest HP (H) minus 2 fire damage each.	Well, well, well. If it isn't America's Most Flammable Legacy. Looks like it's my day in the sun!	Citizen Burn, America's Finest Legacy Vol. 1 #395	1	Disparation
Miss Information	Miss Information	Communications Scramble	-	Ongoing, Clue	-	Play this card in the Hero play area with the most Hero Ongoing cards.  END PHASE: Either destroy 1 Hero Ongoing card in this play area or 1 Hero character in this play area deal themself 2 fixed sonic damage.	That was the most heinous sound these communicators have ever produced. Everyone ok? Anyone have eyes on Legacy?	Bunker, Freedom Five Vol. 1 #653	2	Disparation
Miss Information	Miss Information	Concealed Betrayal	-	One-Shot	-	Each Hero discards 1 card. Destroy the Environment target with the lowest HP. Discover 1 Clue card.	It's impressive. All these super-powers and super geniuses, and ***you're*** the one who figures it out. I couldn't let you put it all together, of course.	Aminia Twain, Freedom Five Vol. 1 #657	2	Disparation
Miss Information	Miss Information	Diversionary Tactics	-	One-Shot	-	Discover (H) minus 2 Distraction cards. Miss Information regains X HP, where X is the number of Distraction cards in play.	Oh, look. The Freedom Fools are in trouble again. Such a shame that their faithful secretary is out of the office today.	Aminia Twain, Freedom Five Vol. 1 #658	2	Disparation
Miss Information	Miss Information	Faulty Wiring	-	Ongoing, Clue	-	Play this card in the Hero play area with the most Item cards.  END PHASE: Either destroy 1 Item card in this play area or 1 Hero target in this play area deals itself 2 fixed lightning damage.	I swear it wasn't me! I mean, sure, I was there, but the suits all started sparking on their own!	Unity, Freedom Five Vol. 1 #655	2	Disparation
Miss Information	Miss Information	First Mate Davenport	8	Distraction, Crew	-	START PHASE: If Aminia Twain is active, destroy 1 Item card.  END PHASE: This card deals each non-Villain target 1 energy damage.	Arr, mateys! I be marooned, but yer ever-so-helpful Aminia Twain told me that you have a way back to me ship! You'll be given it to me, now.	First Mate Davenport, Freedom Five Vol. 1 #663	1	Disparation
Miss Information	Miss Information	Granogg	8	Distraction, Monster	-	START PHASE: If Aminia Twain is active, this card regains (H) HP.  END PHASE: This card deals the non-Villain target with the highest HP (H) minus 2 melee damage and (H) minus 2 fire damage.	Hah! A stout fight, old foe! But we must take this to a less populated arena.	Haka, Justice Comics Vol. 1 #600	1	Disparation
Miss Information	Miss Information	Kyng Javelinn	8	Distraction, Gladiator	-	START PHASE: If Aminia Twain is active, this card deals the (H) minus 2 Hero targets with the lowest HP 2 projectile damage each.  END PHASE: This card deals the Hero target with the highest HP (H) minus 1 projectile damage.	Kaargra swore she'd leave me and my friends alone! That means no more big stupid gladiators making a mess in my new apartment!	Kyng Javelinn, Justice Comics Vol. 1 #603	1	Disparation
Miss Information	Miss Information	Midnight Alerts	-	Ongoing, Clue	-	Play this card in the play area of the Hero character with the lowest HP.  END PHASE: Either discard 1 One-Shot or Item card, or 1 Hero character in this play area deals themself 2 fixed psychic damage.	Up and at 'em, go go go! This is the fourth middle-of-the-night alert this week -- if crime doesn't sleep, then neither do we! Come on, Devra!	Tachyon, Administrative Assassin #1	2	Disparation
Miss Information	Miss Information	Mind Torn in Twain	-	One-Shot	-	Miss Information deals herself 2 fixed psychic damage. Destroy (H) minus 2 Hero Ongoing cards. Shuffle the Villain trash into the Villain deck. Discover 1 Clue card.	When that Aminia died, her mind came here, took over your Aminia Twain, and became Miss Information. It's tragic, really.	Parse, Freedom Five Vol. 1 #660	2	Disparation
Miss Information	Miss Information	Misplaced Memo	-	Ongoing, Clue	-	-1 damage dealt to Distraction cards. -1 damage dealt to Miss Information.	Put it with the rest of the anonymous tips and letters from conspiracy nutjobs. Can't tell you the last time anyone sent me anything worthwhile.	Bruce Watkins, Mystery Comics Vol. 2 #389	1	Disparation
Miss Information	Miss Information	Nyxian Scourge Kel'Brak	8	Distraction, Thorathian	-	START PHASE: If Aminia Twain is active, this card deals the Hero target with the second lowest HP (H) minus 1 melee damage.  END PHASE: This card deals the Hero target with the highest HP (H) minus 1 melee damage.	The transmission indicated the denizens of this planet could answer for what happened to the Grand Warlord. Tell me everything, or else.	Major Kel'Brak, America's Finest Legacy Vol. 1 #399	1	Disparation
Miss Information	Miss Information	Rebuilt S-77 Pursuer Drone	8	Distraction, Device	-	START PHASE: If Aminia Twain is active, this card deals the 2 Hero targets with the highest HP 2 lightning damage each.  END PHASE: This card deals the Hero target with the lowest HP 2 irreducile lightning damage.	Of parent design and make, certainly, but not operation. This unit detects no connection to the Omni-mainframe.	Omnitron-X, Justice Comics Vol. 1 #593	1	Disparation
Miss Information	Miss Information	Secrets and Lies	-	One-Shot	-	Miss Information deals each Hero character 2 psychic damage. The Hero character with the highest HP deals themself (H) fixed psychic damage. If Aminia Twain is active, discover 1 Distraction card.	And they call you ***heroes***. What a joke. No wonder you can't actually save the people you claim to care about the most.	Miss Information, Freedom Five Annual Vol. 1 #21	2	Disparation
Miss Information	Miss Information	Tainted Coffee	-	Ongoing, Clue	-	Play this card in the Hero play area of the Hero with the most cards in hand.  END PHASE: You may discard 1 One-Shot or Ongoing card. If no cards are discarded this way, 1 Hero character in this play area deals themself 2 fixed toxic damage.	Oh, one last thing: your office creamer stash must be going bad. This is the worst coffee I've had in weeks!	Brianna Hawke, Administrative Assassin #3	2	Disparation
Necrosis	Necrosis	Atrophic Radiance	-	Ongoing	-	END PHASE: Add 1 token to each Hero character card. Each Hero with 3 or more tokens on a character card in their play area discards 1 card.	The good nes is we now know what his plan is. Pretty much all of the rest of the news is bad.	Parse, Tome of the Bizarre Vol. 3 #162	1	Disparation
Necrosis	Necrosis	Bloated Husk	7	Husk	-	When this card is destroyed by melee damage, it deals the (H) non-Villain targets with the highest HP 2 toxic damage each.  END PHASE: This card deals itself and the Hero target with the second highest HP 2 melee damage each.	Be careful, my fiery friend! These foes break easily, but also quite painfully!	Haka, Ra: God of the Sun Vol. 1 #381	3	Disparation
Necrosis	Necrosis	Caustic Husk	7	Husk	-	When this card is destroyed by toxic damage, it deals the 3 non-Villain targets with the highest HP (H) projectile damage each.  END PHASE: This card deals itself and the Hero target with the highest HP 3 toxic damage each.	Data on husk putrescence is… inconclusive. Requires more testing. ***Field*** testing, ideally.	Necrosis, Tome of the Bizarre Vol. 3 #162	3	Disparation
Necrosis	Necrosis	Chaff From Wheat	-	One-Shot	-	Necrosis deals the (H) minus 2 Hero targets with the highest HP 2 projectile damage each. Bury the Villain trash. Discover (H) minus 2 Husk cards.	This must \*KOFF KOFF\* be the same stuff he uses to make those terrible husks! Try not to breath it in…	The Naturalist, Tome of the Bizarre Vol. 3 #161	3	Disparation
Necrosis	Necrosis	Decay Harnessed	-	Ongoing	-	END PHASE: Necrosis deals the non-Villain target with the highest HP (H) minus 2 energy damage. If a Hero character card is dealt damage this way, destroy 1 Hero Ongoing or Item card.	You keep telling us that we'll be fine, but I gotta say, I am ***not*** feeling fine right now.	Absolute Zero, Freedom Five Vol. 1 #565	1	Disparation
Necrosis	Necrosis	Green Energy	-	Ongoing	-	END PHASE: Necrosis deals the Hero character with the highest HP 3 energy damage. Necrosis regains X HP, where X is the numer of tokens on that Hero character card.	Energy can be generated in many ways. All have costs. Nothing is free.	Necrosis, Freedom Five Vol. 1 #564	1	Disparation
Necrosis	Necrosis	Half-Life	-	Ongoing	-	END PHASE: Remove 1 token from each Hero character card with an odd number of tokens on it. Then, the Hero character with the most tokens on their character card deals themself X fixed energy damage, where X is half the number of tokens on that Hero character card.	I thought this blight… urrghhh… was painful before. I can't handle much more of this agony!	The Scholar, Mystery Comics Vol. 2 #452	1	Disparation
Necrosis	Necrosis	Rancid Slash	-	One-Shot	-	Necrosis deals the Hero character with the second highest HP (H) minus 2 toxic damage. Necrosis deals the Hero character with the highest HP (H) energy damage.	Sir, please step away from the reactor and remove your helmet. We don't want any more trouble… Oh! You apparently ***do*** want trouble!	Benchmark, RevoCorp Presents Vol. 1 #28	3	Disparation
Necrosis	Necrosis	Rotten Pulsar	-	Ongoing	-	END PHASE: Necrosis deals the (H) minus 1 non-Villain targets with the highest HP 1 irreducible toxic damage each.	***Potential*** method of augmenting energy distribution. Effect carries… unexpected elements. Not without use.	Necrosis, RevoCorp Presents Vol. 1 #27	1	Disparation
Necrosis	Necrosis	Unstable Husk	7	Husk	-	When this card is destroyed by energy damage, destroy (H) minus 1 Hero Ongoing and/or Item cards.  END PHASE: This card deals itself and the Hero target with the second lowest HP 2 energy damage each.	Not what I wanted. Irrelevant. What has occurred. Hypothesis: husks make a powerful army, though fragile.	Necrosis, Tome of the Bizarre Vol. 3 #52	3	Disparation
Necrosis	Necrosis	Wither and Wilt	-	One-Shot	-	Add (H) minus 2 tokens to the Hero character with the lowest HP. Each Hero character card with at least 2 tokens on it deals itself 1 fixed toxic damage. Each Hero character with at least 3 tokens on their card destroys 1 Ongoing or Item card in their play area.	His power rots all living things -- the creatures of the land and sky, and even the plants of the Earth! He must e stopped, at all costs.	The Naturalist, Tome of the Bizarre Vol. 3 #53	3	Disparation
Necrosis	Necrosis	World of Decay	-	One-Shot	-	Add 1 token to the (H) minus 2 Hero character cards with the fewest tokens. Each Hero with any tokens on their character card discards 1 card. The Hero character with the highest HP deals themself X fixed energy damage, where X is the number of tokens on that Hero character card.	Scope of this experiment… unlimited. Results worth whatever consequences. ***Only*** way to get necessary results.	Necrosis, Tome of the Bizarre Vol. 3 #227	2	Disparation
Omnitron	Omnitron	Adaptive Plating Subroutine	-	Ongoing	-	EXTERMINATE Omnitron deals the (H) Hero targets with the highest HP 1 lightning, 1 energy, and 1 toxic damage each. FABRICATE Until the Villain START PHASE, after Omnitron is dealt a type of damage, Omnitron becomes immune to that type of damage for the rest of the turn.	The fires of Ra can melt steel beams! How is this robotic monstrocity not burning?!	Ra, Singularity #4	2	Core Game
Omnitron	Omnitron	Disintegration Ray	-	Ongoing	-	EXTERMINATE Omnitron deals (H) energy damage to the Hero target with the lowest HP. FABRICATE If there are more than (H) Villain Ongoing cards in play, destroy 1 Villain Ongoing card. If a card is destroyed this way, bury the top card of each Hero trash.	One direct hit from that thing and I'm back in the cryo chamber for a week. And that's me being hopeful here.	Absolute Zero, Freedom Five #311	3	Core Game
Omnitron	Omnitron	Electro-Magnetic Railgun	-	Ongoing	-	EXTERMINATE Omnitron deals the 2 Hero targets with the highest HP (H) projectile damage each. FABRICATE If there are more than (H) Villain Ongoing cards in play, destroy 1 Villain Ongoing card. If a card is destroyed this way, each Hero discards 1 card.	This collection of man-made trash dares to assault an angel of the Lord?! There can be no absolution for you!	Fanatic, Mystery Comics Vol. 1 #359	3	Core Game
Omnitron	Omnitron	Electro-Pulse Explosive	7	Device	-	EXTERMINATE This card deals the (H) Hero targets with the highest HP 3 lightning damage each. FABRICATE Until the villain START PHASE, -1 damage dealt to Device cards.	It's already gone off once. I don't think this building can survive another round!	Legacy, Freedom Five #219	2	Core Game
Omnitron	Omnitron	Flechette Launcher	-	Ongoing	-	EXTERMINATE Omnitron deals the Hero character with the highest HP X toxic damage, where X is the number of Ongoing cards in that Hero's play area plus 1. FABRICATE Destroy (H) minus 2 Hero Ongoing cards.	Your strength cannot save you. You are still made of flesh. Flesh is inherently weak.	Omnitron, Mystery Comics Vol. 1 #309	2	Core Game
Omnitron	Omnitron	Protomatter Converter	-	Ongoing	-	EXTERMINATE Destroy 1 Environment card. Play the top card of the Environment deck. FABRICATE Play the top card of the Villain deck.	In principle, a molecular-decoupling wave could realign protomatter at the subatomic level.	Tachyon, Freedom Five #315	2	Core Game
Omnitron	Omnitron	S-83 Assault Drones	7	Device	-	EXTERMINATE This card deals the 2 Hero targets with the lowest HP (H) minus 1 melee damage each. FABRICATE Until the Villain START PHASE, after any Device card is dealt damage by a Hero target, this card deals the attacker 2 melee damage.	Hundreds of those skittering knife-legged robots surrounded me! It was great!	Haka, Singularity #5	3	Core Game
Omnitron	Omnitron	S-84 Automaton Drones	7	Device	-	EXTERMINATE This card deals the 3 Hero targets with the highest HP (H) minus 1 energy damage each. FABRICATE Discover 1 Device card.	The endless sounds of stomping metal feet filled the air. There was no element of surprise. They didn't need it.	The Wraith, Singularity #7	3	Core Game
Omnitron	Omnitron	S-85 Repair Drones	7	Device	-	EXTERMINATE The (H) minus 1 Device cards with the lowest HP regain 3 HP each. FABRICATE Each Device card regains 1 HP. Shuffle the Villain trash into the Villain deck.	Damage dealt to hull can be repaired. Omnitron is not this physical form. The Omni-code is everywhere.	Omnitron, Singularity #6	3	Core Game
Omnitron	Omnitron	Singularity Projector	-	Ongoing	-	EXTERMINATE Omnitron deals the Hero character with the highest HP X lightning damage, where X is the number of Item cards in that Hero's play area plus 1. FABRICATE Destroy (H) minus 2 Item cards.	Assuming direct control...	Omnitron, Singularity #8	2	Core Game
Plague Rat	Plague Rat	Fatal Disease	-	Ongoing	-	Play this card next to an active non-Infected Hero character. If there are none, discard this card and Plague Rat regains (H) HP. The target next to this card is INFECTED. After it is incapacitated, bury this card. START PHASE Either 1 Hero discards 2 cards or this target deals themself 4 fixed toxic damage.	Even worse, its claws impart a deadly infection to any victim unlucky enough to survive the attack.	Dr. Tremata, Rook City Renegades #9	2	Rook City Renegades
Plague Rat	Plague Rat	Lurking Plague	-	One-Shot	-	If there are fewer than (H) Villain Ongoing cards in play, discover 1 Ongoing card. Plague Rat deals the Hero target with the highest HP 3 melee damage. Each INFECTED Hero character deals itself 1 toxic damage.	Something does live down here. And it's gross.	Absolute Zero, Freedom Five #332	3	Rook City Renegades
Plague Rat	Plague Rat	Maddening Disorder	-	Ongoing	-	Play this card next to an active non-Infected Hero character. If there are none, discard this card and Plague Rat regains (H) HP. The target next to this card is INFECTED. After it is incapacitated, bury this card. START PHASE This target deals the Hero target with the highest HP 2 toxic damage.	I fear it is too late! To save our ally now would require a miracle.	Fanatic, Prime Wardens Vol. 1 #151	2	Rook City Renegades
Plague Rat	Plague Rat	Noxious Bite	-	One-Shot	-	Plague Rat deals the Hero target with the highest HP (H) toxic damage. If there are fewer than (H) Villain Ongoing cards in play, discover 1 Ongoing card. Destroy X Hero Ongoing cards, where X is the number of Villain Ongoing cards in play.	You bite me?! Hah, what a maniac! Oh, now I don't feel so good.	Haka, Tome of the Bizarre Vol. 2 #17	3	Rook City Renegades
Plague Rat	Plague Rat	Plague Locus	9	Nest	-	+1 damage dealt by Plague Rat and all INFECTED targets. END PHASE Discover 1 Ongoing card.	Hold up. Something up ahead smells... different. Worse, if you can believe that.	Mr. Fixer, Rook City Renegades #60	1	Rook City Renegades
Plague Rat	Plague Rat	Ravage	-	One-Shot	-	Plague Rat deals each Hero target 2 melee damage. Shuffle the Villain trash into the Villain deck. If there are fewer than (H) Villain Ongoing cards in play, discover 1 Ongoing card.	So long as we don't get infected, and it doesn't get a taste for your blood, I don't think we'll have any trouble.	Alpha, Terminal Ballistics #32	3	Rook City Renegades
Plague Rat	Plague Rat	Sewer Snacks	-	One-Shot	-	Destroy 1 Item card. Plague Rat regains (H) HP. Each non-Infected Hero character deals themself 2 fixed psychic damage.	This should keep the beast at bay while-- or! He could just eat it! That could be what happens!	The Wraith, Freedom Five #333	3	Rook City Renegades
Plague Rat	Plague Rat	Slavering Slasher	-	One-Shot	-	Plague Rat deals the Hero target with the highest HP 1 melee damage. Then, Plague Rat deals the Hero target with the highest HP 2 melee damage. Then, Plague Rat deals the Hero target with the highest HP 3 melee damage.	It's here. We were wrong! It's definitely still here!	Expatriette, Rook City Renegades #60	3	Rook City Renegades
Plague Rat	Plague Rat	Tooth and Claw	-	One-Shot	-	Shuffle the Villain trash into the Villain deck. Plague Rat deals the Hero target with the highest HP 3 melee damage. If that target is not INFECTED, discover 1 Villain Ongoing card and play it next to that target.	Careful, now. Beasts like this fella are at their most dangerous when they're cornered.	Chrono-Ranger, Dark Watch Vol. 1 #68	3	Rook City Renegades
Plague Rat	Plague Rat	Wasting Sickness	-	Ongoing	-	Play this card next to an active non-Infected Hero character. If there are none, discard this card and Plague Rat regains (H) HP. The target next to this card is INFECTED. After it is incapacitated, bury this card. START PHASE This target deals itself 2 fixed toxic damage.	Tarnation. That's not good. I'll be needin' an extraction, pronto.	Chrono-Ranger, The Last Hunt #3	2	Rook City Renegades
Spite	Spite	Bloody Summer	-	Ongoing	-	Whenever damage is redirected from a Bystander card to a Hero target, double that damage after applying all other modifiers. END PHASE Spite deals the target other than himself with the lowest HP (H) melee damage.	I'm around every corner. In every alley. Behind every curtain. Don't ever think you've found somewhere safe. You can't stop the summer.	Spite, Rook City Renegades #155	1	Rook City Renegades
Spite	Spite	Can You Save Them?	-	One-Shot	-	Discover 2 Bystander cards. Spite deals the 2 targets other than himself with the lowest HP (H) melee damage each. If no Bystander cards were destroyed this way, remove 1 Bystander card in play from the game, destroy 1 Villain Ongoing card, and play the top card of the Villain deck.	Can you really call yourself a hero if you can't save the people you love?	Spite, Mystery Comics Vol. 2 #179	2	Rook City Renegades
Spite	Spite	Chaos and Disorder	-	One-Shot	-	Spite deals the Hero target with the highest HP (H) projectile damage. Spite deals each target other than himself 2 fire damage. Add (H) tokens to Spite's character card.	The longer we draw this out, the worse things are going to get!	The Wraith, Abomination of Desolation #3	2	Rook City Renegades
Spite	Spite	Chimaeric Mutagen	-	Ongoing	-	START PHASE Discard the top card of the Villain deck. If it is an Ongoing card, play it. Then, if there are 3 or more tokens on Spite's character card, remove 1 of them and Spite regains (H) HP.	You think your little toys will slow me down? The fun is just getting started!	Spite, Mystery Comics Vol. 2 #89	2	Rook City Renegades
Spite	Spite	Demon's Kiss	-	Ongoing	-	START PHASE Spite deals the target other than himself with the highest HP 2 melee damage and 2 infernal damage. Then, if there are 3 or more tokens on Spite's character card, remove 1 of them and destroy 1 Item card.	I can feel your blood pulse in your veins. It cries out to be set free -- who am I to stand in its way?	Spite, Rook City Renegades #165	2	Rook City Renegades
Spite	Spite	Good Samaritan	4	Bystander	-	[This Villain card is an Environment target and not a Villain target] When this card would be dealt damage, you may redirect that damage to a Hero target. When this card is destroyed, destroy (H) Hero Ongoing and/or Item cards. END PHASE 1 target regains 2 HP.	Yes, Father, I do hunger...	Spite, Rook City Renegades #3	2	Rook City Renegades
Spite	Spite	Lab Tech	5	Bystander	-	[This Villain card is an Environment target and not a Villain target] When this card would be dealt damage, you may redirect that damage to a Hero target. When this card is destroyed, discover 1 Ongoing card from Spite's deck. END PHASE 1 Hero draws 1 card.	He was showing highly abnormal spikes in both temperature and bioactivity... and then the readings suddenly stopped?	Lab Tech, Prelude of the Soulless One-Shot	2	Rook City Renegades
Spite	Spite	Lost Child	3	Bystander	-	[This Villain card is an Environment target and not a Villain target] When this card would be dealt damage, you may redirect that damage to a Hero target. When this card is destroyed, each Hero character deals itself 3 fixed psychic damage. END PHASE Reveal the top card of 1 non-Villain deck. Replace it or discard it.	I'm glad you found us. I'm not scared, but Mister Bear was!	Susie Lee, Mystery Comics Vol. 2 #88	2	Rook City Renegades
Spite	Spite	Lost in the Crowd	-	Ongoing	-	While there are any Bystander cards in play, Spite is immune to damage. START PHASE Bury up to 2 Bystander cards. Whenever a card is buried this way, destroy 1 Villain Ongoing card. Then, if there are no Bystander cards in play, play the top card of the Villain deck and destroy this card.	Your eyes move from person to person, dismissing anything registered as normal behavior, seeking something out of place. You'll never see him.	The Wraith, Rook City Renegades #58	1	Rook City Renegades
Spite	Spite	Mynd-Phyre	-	Ongoing	-	START PHASE Spite deals each target other than himself 1 psychic damage. Then, if there are 3 or more tokens on Spite's character card, remove 1 of them and destroy 1 Hero Ongoing card.	You heroes are all the same. So predictable. So breakable.	Spite, Mystery Comics Vol. 2 #222	2	Rook City Renegades
Spite	Spite	On the Prowl	-	Ongoing	-	START PHASE If there are no Bystander cards in play, shuffle the Villain trash into the Villain deck, discover (H) minus 2 Bystander cards, and destroy this card. END PHASE Spite deals the target other than himself with the lowest HP 2 melee damage.	Lot of danger in this city. People shouldn't have to be scared so close to home. But they've got good reason to be.	Mr. Fixer, Mystery Comics Vol. 2 #154	2	Rook City Renegades
Spite	Spite	Relentless Stalker	-	Ongoing	-	Damage dealt by Spite is irreducible. START PHASE Spite deals the target other than himself with the lowest HP 1 melee damage. Bury the Villain trash.	I'm getting really sick of killing this guy.	Expatriette, Mystery Comics Vol. 2 #435	1	Rook City Renegades
Spite	Spite	Sadistic Choice	-	One-Shot	-	Discover 2 Bystander cards. Remove 1 Bystander card from the game. Destroy 1 Bystander card. Each Hero target deals itself 2 fixed psychic damage.	What's it going to be? Will you save the odious, corrupt politician, or try to make it all the way across town?	Spite, Mystery Comics Vol. 2 #207	2	Rook City Renegades
Spite	Spite	Too Many Potential Victims	-	One-Shot	-	Shuffle the Villain trash into the Villain deck. Discover 3 Bystander cards. Discover 1 Ongoing card. Add 1 token to Spite's character card.	There's just too much. One man? Impossible. This is the work of a monster.	Parse, Justice Comics #469	2	Rook City Renegades
Terrorform	Terrorform	Blast a Big Enough Hole	-	Access	-	If there are ever at least (H) minus 1 tokens on this card, destroy this card. During each turn's END PHASE, if 5 or more damage was dealt to Terrorform that turn, add 1 token to this card.	I know, Dad. Careful not to overdo it and all that. But sometimes, you just gotta let loose!	Young Legacy, Justice Comics #532	1	Rook City Renegades
Terrorform	Terrorform	Climb Along the Outside	-	Access	-	If there are ever at least (H) minus 1 tokens on this card, destroy this card. On each Hero's turn, that Hero may skip their DRAW PHASE. After a Hero does so, add 1 token to this card.	Ha-ha! Vroom! Heh-- aw heck, my radio is still on, isn't it?	Bunker, Justice Comics #531	1	Rook City Renegades
Terrorform	Terrorform	Gum Up the Works	-	Access	-	If there are ever at least (H) minus 1 tokens on this card, destroy this card. END PHASE Each Hero may bury 1 card from their trash. Each time an Item or Ongoing card is buried this way, add 1 token to this card.	One more pass... Suffering succotash, I'm gonna need a massage after this!	Guise, The Guise Book #36	1	Rook City Renegades
Terrorform	Terrorform	Hack the Mainframe	-	Access	-	If there are ever at least (H) minus 1 tokens on this card, destroy this card. Each Hero gains this power: POWER: Discard the top card of the Villain deck. If a Minion card was discarded this way, play it. Add 1 token to this card.	Their network security is a lot more sophisticated than I'd expect. Not sure who we're dealing with here, but they're no slouch.	The Wraith, Justice Comics #530	1	Rook City Renegades
Terrorform	Terrorform	Just Get Lucky	-	Access	-	If there are ever at least (H) minus 1 tokens on this card, destroy this card. END PHASE 1 Hero discards any number of cards and draws 1 card. Then, if that Hero has no One-Shot cards in hand, add 2 tokens to this card.	Oh! It just opened for me? Huh, this thing must think I'm someone with access! Weird glitch.	Benchmark, RevoCorp Presents #36	1	Rook City Renegades
Terrorform	Terrorform	Locate a Weak Spot	-	Access	-	If there are ever at least (H) minus 1 tokens on this card, destroy this card. Each Hero gains this power: POWER: Discard the top 3 cards of the Villain deck. Add 1 token to this card for each Device card discarded this way.	The resonance of all creation sings to a rhythm, and that rhythm falters... here.	The Argent Adept, Virtuoso of the Void Vol. 2 #88	1	Rook City Renegades
Terrorform	Terrorform	Lower Cranial Aperture Laser	8	Device	-	END PHASE Terrorform deals the non-Villain target with the highest HP (H) energy damage. Then, if Terrorform has 100 or more HP, Terrorform deals each non-Villain target 1 energy damage.	Too much... power! This clanker isn't going to have any trouble with us unless we can get inside and do some damage!	Captain Cosmic, Cosmic Tales Vol. 2 #467	2	Rook City Renegades
Terrorform	Terrorform	Neuro-Toxin Emitters	4	Device	-	END PHASE Terrorform deals each non-Villain target 1 toxic damage. Then, if Terrorform has 100 or more HP, destroy 1 Hero Ongoing card.	Ope, it's putting out the gas again! Button up, everyone. Breathe through your ears if you can.	The Scholar, Tome of the Bizarre Vol. 3 #194	2	Rook City Renegades
Terrorform	Terrorform	Revoker Gravity Lashers	5	Minion	-	-1 damage dealt to this card. END PHASE This card deals the 2 Hero targets with the highest HP 2 psychic damage each.	Beware their whips of light and terror! If they touch you, the ground shall be your fate!	Fanatic, Fanatic Vol. 2 #85	2	Rook City Renegades
Terrorform	Terrorform	Revoker Mag-Rollers	5	Minion	-	-1 damage dealt to this card. END PHASE This card deals each Hero target 1 lightning damage.	There is nothing of nature here. They will pollute and despoil, and we are all that can stop them.	The Naturalist, Tome of the Bizarre Vol. 3 #197	2	Rook City Renegades
Terrorform	Terrorform	Revoker Nano-Mechanics	5	Minion	-	-1 damage dealt to this card. END PHASE Each Device card regains (H) HP.	We keep tearing pieces of this thing off... and they keep putting them back on! More frustrating than fun!	Haka, The Savage Haka #252	2	Rook City Renegades
Terrorform	Terrorform	Revoker Wall Walkers	5	Minion	-	-1 damage dealt to this card. END PHASE This card deals the Hero target with the highest HP 3 cold damage.	Winter's chill... from a man-made device? The horrors of humanity have gone too far.	Akash'Thriya, Tome of the Bizarre Vol. 3 #195	2	Rook City Renegades
Terrorform	Terrorform	Seismic Resonators	4	Device	-	END PHASE Terrorform deals each non-Villain target 1 sonic damage. Then, if Terrorform has 100 or more HP, destroy 1 Item card.	The land is torn by these tremors-- I cannot hope to withstand what so easily rends the earth!	Akash'Thriya, Tome of the Bizarre Vol. 3 #196	2	Rook City Renegades
Terrorform	Terrorform	Send Everyone!	-	One-Shot	-	Shuffle the Villain trash into the Villain deck. Discover 1 Device card, 1 Minion card, and 1 Access card.	We've just got word. Deploy more units. Our work isn't complete until we clear at least an entire city block.	Revoker Executor, Freedom Five #776	3	Rook City Renegades
